"account_uuid","product","premium","carrier_id","convert"
"9f538cc3-81ae0-475d-390fe-a5aef7f391","General_Liability",780,1,1
"5940c099-ebfec-3b8c-941a6-25c5e21bd1","Workers_Compensation",1737,29,1
"f1f9264e-06cb8-088d-862b7-9bf4d0c43c","Business_Owners_Policy_BOP",475,30,0
"f38a219a-587b9-1fb6-fdca1-0fcf35553c","Workers_Compensation",563.34,39,1
"f1f9264e-06cb8-088d-862b7-9bf4d0c43c","Business_Owners_Policy_BOP",500,60,0
"d48c9ccd-8c013-7518-9e730-f9b6435e2a","General_Liability",1974.26,56,1
"f23a239a-d7327-6dfe-476d5-47e80e6afe","Business_Owners_Policy_BOP",534,60,1
"65c39a26-09854-15f7-52696-896295ed31","General_Liability",495,31,1
"ba5d8426-d4b29-664a-a7f26-f14ff14235","General_Liability",1549,39,0
"31d4e779-f4699-adae-9e53a-43f6530e7c","General_Liability",986,39,0
"34707bd5-e1b89-8d54-88e5c-42c068ffc8","General_Liability",503.51,31,1
"a844a8fc-dcc41-873f-bc564-f7cb2c1b5e","CW_Errors_Omissions_E_O",400,31,0
"e6386976-448d9-2b93-d3f75-7d2c7f16e3","CW_Umbrella_Policy",701,2,1
"e95d7cc6-9e8e6-9f19-cded6-9b99643edb","CW_Special_Events",175,50,1
"87253ca9-94a1c-7f96-d09f9-931e999d60","Business_Owners_Policy_BOP",475,30,1
"b730a067-318d-408a-acae-022017a6cfac","Workers_Compensation",1826,29,1
"852b25f4-e93b8-d1a9-bf804-3c43d83658","Business_Owners_Policy_BOP",1049.08,30,1
"852b25f4-e93b8-d1a9-bf804-3c43d83658","Business_Owners_Policy_BOP",1951,39,0
"f1b5c09d-a451-472e-9867-01c7cfc1319b","General_Liability",529.16,39,0
"88924095-8d630-80ef-bae9b-c6d082cf36","Business_Owners_Policy_BOP",6534,30,0
"251af318-8def2-bb26-ed23a-7de5b0d5e5","Business_Owners_Policy_BOP",500,60,0
"a33c7ed5-5124d-e5c2-b175f-07b9943a2a","Business_Owners_Policy_BOP",506,60,0
"faed8be6-c2c3a-2fc3-11e22-23ca2cfb44","Workers_Compensation",1607,29,1
"0e62c2f1-1b3ed-03d0-48510-a8911dfcff","General_Liability",350,60,1
"0e62c2f1-1b3ed-03d0-48510-a8911dfcff","General_Liability",500,39,0
"97ae5162-4f9ab-feed-8e8be-7e776eb28d","Workers_Compensation",4539,29,1
"1806d621-bbce6-2164-6781f-e586646dae","General_Liability",442,39,0
"ac0880ba-5041-4172-aaa5-950281e95b0c","General_Liability",346,31,1
"1806d621-bbce6-2164-6781f-e586646dae","Commercial_Auto",1279,29,1
"f5a94908-6a5f8-f89c-3866e-1c0c1042f5","Workers_Compensation",7279,24,1
"3f852f60-c56a2-7dbe-cdaaf-8a47b5d685","Workers_Compensation",2059,9,0
"fb85bfc3-0d539-2a1f-fc8ef-694c8edb71","Commercial_Auto",26053,53,1
"29b21701-c8bac-30a6-d3769-83fe9c45ec","General_Liability",616,31,1
"b21903c8-0edee-6d01-77135-ac543f5277","Business_Owners_Policy_BOP",1319.46,30,1
"0fddae29-d3a21-698b-d745c-17fbbb4e13","General_Liability",350,60,1
"0fddae29-d3a21-698b-d745c-17fbbb4e13","General_Liability",723,39,0
"054b01ac-2105b-8e5f-ac02f-80dc5287a6","Cyber_Liability",2000,18,1
"303fb60a-6b3e2-6652-4fd65-1c77d3c8db","Business_Owners_Policy_BOP",480.94,30,0
"303fb60a-6b3e2-6652-4fd65-1c77d3c8db","Business_Owners_Policy_BOP",506,60,1
"0832981a-bb453-379b-67499-d8a81896cd","CW_Errors_Omissions_E_O",831,31,1
"860e8d8a-b9186-1146-8c513-3181f85cb4","Workers_Compensation",3127,29,1
"55184c3a-378a6-e28f-7f5a6-5d356f97ca","Business_Owners_Policy_BOP",506,60,1
"4e045213-c9d28-2686-457bc-7a54b81137","General_Liability",1536,31,0
"ae1715f4-4455f-ddc4-8936a-716c523e55","General_Liability",500,31,0
"8291f0fb-2b780-29fd-bc76f-bde0221c2a","Workers_Compensation",940,29,0
"ad9bb550-9ab86-ec82-bdbcb-623321ec67","General_Liability",500,39,1
"d2166371-508c8-ca09-b56f1-0deb6c27ad","CW_Professional_Liability",405,31,1
"b25032bf-209de-daf6-cf6c8-444ad0a3d4","General_Liability",2059,64,0
"d406dd3e-84eab-f0d0-fd297-413543697e","Business_Owners_Policy_BOP",716.71,39,0
"4184a1eb-67891-6e3e-9900a-9a59c42d82","Business_Owners_Policy_BOP",1427,29,1
"511219b5-9725a-8fe6-1a98a-ab45ff978d","Workers_Compensation",2408,39,1
"c4c80105-2ae0f-5412-84955-9e41ff8f13","Workers_Compensation",7344,39,1
"183d7a3d-9243b-8c74-2e96b-68bab8831c","Business_Owners_Policy_BOP",475,30,0
"183d7a3d-9243b-8c74-2e96b-68bab8831c","Business_Owners_Policy_BOP",501,60,0
"47e6baa2-4f3ea-528a-07bed-e9a37d02cc","Workers_Compensation",3814,29,1
"427bc40e-81137-edf9-17f0f-18b894ae13","General_Liability",514,39,0
"3217fb01-37060-8e4e-680b4-11902b06ce","Commercial_Auto",9261,53,1
"6d753690-26e4-4a5e-9a2c-579ec7fb840e","General_Liability",350,60,1
"14f2957c-2b112-def8-a27dd-757de0e0d1","Business_Owners_Policy_BOP",701,30,0
"3f343040-c775-479c-bb97-8ddf8f5eb1af","Business_Owners_Policy_BOP",2258,29,1
"6a690417-7c969-e580-9695b-3b0a09f2ce","Commercial_Auto",2390,53,1
"76645097-d9db4-ef3b-2bcaf-e199ad2bd9","CW_Professional_Liability",454,31,1
"521f8aad-0b97e-f54a-cff0b-c0542d1757","CW_Professional_Liability",500,31,1
"6d62a8a6-40201-e9b1-75361-aab638ea16","General_Liability",483,39,0
"5e4c84b9-9861f-f781-3a1bd-1dc2c482d2","CW_Other",998,74,1
"b6cb9f81-bbad6-b17d-6f319-08968dc3ac","General_Liability",300,73,1
"a529c8ae-6bb97-ee9e-bd423-4c6d7c8b10","Business_Owners_Policy_BOP",1803.75,73,1
"423bd716-a918a-be10-c0265-237423e8f2","General_Liability",3601,39,1
"992216b8-9e0d1-673d-2d591-fbd7bbb2f0","Business_Owners_Policy_BOP",500,39,1
"9b8c44ea-07902-4234-63cdd-4754d71527","Business_Owners_Policy_BOP",503,60,0
"992216b8-9e0d1-673d-2d591-fbd7bbb2f0","Business_Owners_Policy_BOP",500,60,0
"992216b8-9e0d1-673d-2d591-fbd7bbb2f0","Business_Owners_Policy_BOP",517,60,0
"992216b8-9e0d1-673d-2d591-fbd7bbb2f0","Business_Owners_Policy_BOP",536,60,0
"dee85da3-74691-2ffb-87df2-146557214e","General_Liability",350,60,1
"83745868-7d804-203b-91948-6575a8473c","Business_Owners_Policy_BOP",1452,29,1
"dee85da3-74691-2ffb-87df2-146557214e","General_Liability",350,60,0
"1806d621-bbce6-2164-6781f-e586646dae","General_Liability",1950,56,1
"27034820-f9f1f-c85a-fd837-725a3d8dc2","Package",796,73,1
"d4829e65-e6289-448c-c1c81-8acf5fa59f","Business_Owners_Policy_BOP",475,30,0
"d4829e65-e6289-448c-c1c81-8acf5fa59f","Business_Owners_Policy_BOP",500,60,1
"a3fb9c38-2f9a6-9982-050b3-9aea686fe7","Business_Owners_Policy_BOP",600,39,0
"cdb64dc8-a1b87-c3db-f9a6e-1368d2ce89","Business_Owners_Policy_BOP",475,30,1
"87912753-7da5b-b210-4340b-5cee40dc4f","General_Liability",626,39,1
"a33c7ed5-5124d-e5c2-b175f-07b9943a2a","Business_Owners_Policy_BOP",502,60,1
"7bc59d4c-40f9a-3abf-1554e-f1562eca8c","CW_Professional_Liability",1587,73,1
"a33c7ed5-5124d-e5c2-b175f-07b9943a2a","Business_Owners_Policy_BOP",502,60,0
"f9d89618-fac7b-fa92-59d68-2f3d19c788","Business_Owners_Policy_BOP",504.5,39,1
"4291f802-7318-45f9-8856-235de6589406","Business_Owners_Policy_BOP",6782,29,1
"a68ea992-2f686-bade-bf8d4-8ffad4ff89","Business_Owners_Policy_BOP",475,30,1
"171eccfb-10725-99a4-89eb4-985b5e0e77","Business_Owners_Policy_BOP",1264,30,1
"171eccfb-10725-99a4-89eb4-985b5e0e77","Business_Owners_Policy_BOP",1874,39,0
"4595fa45-19318-b7f5-eb695-ed8329649b","General_Liability",1820,56,0
"9b8c44ea-07902-4234-63cdd-4754d71527","Business_Owners_Policy_BOP",553.3,39,0
"0366261b-65f4b-7b5b-60f25-dcdf065796","General_Liability",550,31,1
"0e35490c-08d0d-6db6-60ecd-552a428cff","CW_Directors_Officers_D_O",642,73,1
"9b8c44ea-07902-4234-63cdd-4754d71527","Business_Owners_Policy_BOP",503,60,0
"9b8c44ea-07902-4234-63cdd-4754d71527","Business_Owners_Policy_BOP",503,60,0
"38bae991-89f64-2b79-14809-9c138d22d7","Business_Owners_Policy_BOP",2443,39,0
"d94c9844-eaec2-a599-473b6-ff4340e3eb","Business_Owners_Policy_BOP",475,30,1
"bde44d62-5cfcf-847f-62ab9-bbb9fda8b3","Commercial_Property",848,73,0
"78aad28a-96c23-7711-50863-7202357fb2","Business_Owners_Policy_BOP",1109,30,0
"f39b9402-5f178-684d-e97c9-b0a9820059","General_Liability",350,39,1
"cdb7eca6-0a9f8-ee3c-a50db-93ac1c05c0","Workers_Compensation",5335,29,1
"ea52963f-8dd62-bc20-10d42-c535f0b19a","CW_Professional_Liability",4485,22,1
"deee591d-ac0e3-d6b9-a75b3-5e4bb658d7","Workers_Compensation",6966,29,1
"ba5d8426-d4b29-664a-a7f26-f14ff14235","Business_Owners_Policy_BOP",528.29,39,0
"79931ff0-88746-e37f-e4adb-bc1eb30f2f","Workers_Compensation",925,71,1
"83f21538-ccf44-8d1c-73705-c72b7bf745","Business_Owners_Policy_BOP",1013,30,1
"6d41c6cd-174c0-c95b-c5ab4-6363beffbd","Business_Owners_Policy_BOP",1581,39,1
"6d41c6cd-174c0-c95b-c5ab4-6363beffbd","Workers_Compensation",2996,39,1
"ef983150-7ac43-157c-5867c-33ddd6994a","Workers_Compensation",2548,29,1
"427bc40e-81137-edf9-17f0f-18b894ae13","General_Liability",500,31,1
"7ccc991a-30b07-0a76-ab8ba-3e513b0dc6","Business_Owners_Policy_BOP",475,30,1
"d6b29884-c2d37-8e08-74ea8-5d7d8edd7d","General_Liability",500,39,1
"d6b29884-c2d37-8e08-74ea8-5d7d8edd7d","CW_Errors_Omissions_E_O",675,72,1
"0096eaf7-43593-a16b-c10c3-0503a40fd1","General_Liability",844,39,0
"71e3abf4-e1935-743a-29fcf-a72ac2981b","CW_Umbrella_Policy",1200,73,0
"60c176e1-a6220-af90-e8a85-ad8eb48beb","General_Liability",684,9,0
"e2b4fb02-5b46f-74cd-45a16-c09ed48612","Business_Owners_Policy_BOP",2716,30,0
"56d3aea5-b2e52-e316-ddeb4-166ffae944","Business_Owners_Policy_BOP",1132,30,1
"60c176e1-a6220-af90-e8a85-ad8eb48beb","General_Liability",1093,60,0
"0125e887-e4758-a6bc-0bc1d-ee5640faad","General_Liability",1342,39,0
"9e4a2018-54728-c123-8f1b8-75b215ee4c","Business_Owners_Policy_BOP",479.26,30,1
"d4dd6f16-2ccc6-2811-db55d-a9fb8f98cb","General_Liability",351,60,1
"735d2fc9-9d0e4-cfa5-bb440-e83df57bc5","CW_Professional_Liability",500,31,1
"715e87f6-70d5d-d0d4-1f559-337c95d65c","Business_Owners_Policy_BOP",2263,30,1
"f28e7df0-56297-bac5-e66fb-55447e93df","General_Liability",8660.65,39,1
"ffb58d06-3ff71-992a-5748a-c67d71a36d","CW_Errors_Omissions_E_O",16828,17,0
"ffb58d06-3ff71-992a-5748a-c67d71a36d","CW_Crime_Liability",3921,31,1
"d80bcab4-b58bf-d9f8-cd96a-baccfffc2f","General_Liability",422,39,0
"b70f4198-cf06b-7052-5e954-c5181232fd","Business_Owners_Policy_BOP",1945,30,1
"c35d26a5-92cbd-45ae-73761-8bd956332f","General_Liability",500,31,1
"28e2bda9-8d083-4d62-13e62-41de07d642","Workers_Compensation",2579,29,1
"057bb412-af6a6-dec5-92759-7a7480ca20","Business_Owners_Policy_BOP",2813,30,1
"8a1e1693-9edf5-7877-85755-4506a3ad66","Business_Owners_Policy_BOP",8849.41,39,1
"2e0da1fa-22891-2ee6-f22f9-f5e23e8615","Business_Owners_Policy_BOP",475,30,1
"8a1e1693-9edf5-7877-85755-4506a3ad66","CW_Umbrella_Policy",2354,39,1
"be5a89a0-e96f6-7d40-504f5-de08397d25","Business_Owners_Policy_BOP",3826.81,39,0
"3659d79b-8d583-f42e-8a355-a5e3cd25e4","General_Liability",23117.51,1,1
"be5a89a0-e96f6-7d40-504f5-de08397d25","Business_Owners_Policy_BOP",509.07,30,1
"7892ae71-4a066-89d9-a08fe-03e3ad0fb4","General_Liability",503,31,1
"eaec8eb9-27b5-464b-947d-2b85e16a8e94","General_Liability",1967,31,1
"057bb412-af6a6-dec5-92759-7a7480ca20","General_Liability",500,39,0
"2663eae0-0bd88-9963-ad49a-c6d8c67675","Business_Owners_Policy_BOP",1942.78,39,1
"01d93aec-34ec3-a7a4-680e5-b7d12df7f1","Business_Owners_Policy_BOP",500,60,0
"0d2b1493-dbc2-4868-a3a1-962f33e56516","General_Liability",500,39,0
"f99f284d-2b523-ecd2-0ef51-28ad548306","Business_Owners_Policy_BOP",500.05,30,0
"f99f284d-2b523-ecd2-0ef51-28ad548306","Business_Owners_Policy_BOP",578,60,0
"f99f284d-2b523-ecd2-0ef51-28ad548306","Business_Owners_Policy_BOP",721,60,1
"f99f284d-2b523-ecd2-0ef51-28ad548306","Business_Owners_Policy_BOP",751,60,0
"12311432-daee9-2e7f-500b5-705850f20b","General_Liability",1061,31,1
"021e685e-b7a8d-c6d4-0722d-a64d7bce69","Business_Owners_Policy_BOP",849,30,1
"cad6584c-a46ad-68a2-23c63-c99fa1dd66","CW_Errors_Omissions_E_O",554,31,1
"cf7ccb8f-3eff3-7a20-87fe6-b37a6ea6af","General_Liability",652,9,1
"5e0be308-4f06e-832c-2a4d0-f51cd3e4ac","General_Liability",345,39,0
"f730d15b-b5ab9-2437-39a8d-90c15c2e75","Business_Owners_Policy_BOP",576,39,1
"ecb25bb7-72819-c454-cecba-695ea9538b","General_Liability",500,39,1
"d730ea45-9989f-40b7-e7a40-7e275e2ceb","General_Liability",1051,22,0
"bb1cb7ff-3e0eb-8340-cc33d-931cc63066","General_Liability",550,31,1
"4f72ff26-e3d82-98f3-82923-7136351933","Business_Owners_Policy_BOP",1204.12,30,1
"9b9c0141-10cf9-18b8-ca485-0deab8a5c0","General_Liability",674,40,1
"f3d92097-0d2a1-2667-eb495-77d5eceda7","Business_Owners_Policy_BOP",1295.87,30,1
"00fc7fac-75ebe-cce4-664d3-aa0eb8489a","CW_Professional_Liability",993.93,21,1
"d864c5b3-0fa92-4fad-30587-b0235c3238","Workers_Compensation",2731,29,1
"5814603b-fe225-35bf-1c39e-f53c789c08","General_Liability",177.05,50,1
"572a661d-5add2-8e4a-7c481-800a54e18f","Business_Owners_Policy_BOP",589,30,1
"f9d9ab1f-6d567-6174-1c471-c706d09a44","Commercial_Auto",805,53,0
"efaee81f-d1106-ccd2-2241a-3bdb69a64a","General_Liability",726,31,1
"4df92332-50e5a-1de0-79eac-65ae161e2e","Package",886,39,1
"8e2b19e5-59cc4-29c7-0de9c-454282a26f","General_Liability",2536,39,1
"bdcfe201-3ea78-079b-e2740-c02f297a35","General_Liability",350,31,1
"a0bafe03-7881b-6a80-014ea-168082d5cd","Business_Owners_Policy_BOP",1072,73,1
"fa3d7a2f-ab81a-8fbd-06404-c426943ff7","CW_Professional_Liability",466,31,1
"4e49c0f1-21753-eee7-1113e-b568e94a5c","General_Liability",535,9,1
"b34b52ee-fe6a6-9e7c-4837f-76908d9b6b","Business_Owners_Policy_BOP",1528,39,1
"5c011556-49bd0-2cba-2f450-37a87fb582","Commercial_Auto",24042,53,1
"217f8ed0-e6435-e11b-de764-0d55ba5426","Business_Owners_Policy_BOP",8666,30,0
"fa1146b6-73666-9e12-6ba98-f6e567aca9","CW_Professional_Liability",616,31,1
"c41c9e96-1cf1b-2331-a8a4d-5a0eb00b6a","CW_Professional_Liability",948,31,1
"7cc4b1bf-ebd2b-42ce-311aa-9783c13d99","General_Liability",941,9,1
"3c906665-8af09-6e1a-9bb62-10a8b3637c","General_Liability",593,39,1
"53e16d86-d7628-bd7d-c6ded-3e613dc5b7","Workers_Compensation",3774,29,1
"0366261b-65f4b-7b5b-60f25-dcdf065796","Business_Owners_Policy_BOP",2528.26,30,0
"53e16d86-d7628-bd7d-c6ded-3e613dc5b7","General_Liability",1435,9,1
"b80d4595-b9102-a4be-a2d37-36b171faeb","General_Liability",404,39,1
"dceee6c0-fb267-63bf-13392-5df3fb3d1d","General_Liability",772,39,0
"43c5e49e-2f3f2-a8ac-23a47-1b10391648","Business_Owners_Policy_BOP",2011.82,30,1
"056811a0-07cca-02b6-46cc0-1dc652ad5c","General_Liability",503,39,0
"532dd40d-5ab48-3510-e1b50-34a07588c8","Commercial_Property",921.75,49,1
"c12e4206-b27a1-9f83-5c573-50bdff7dbe","General_Liability",500,39,1
"ce5588b6-feeb7-6a85-b3925-b4c4ea3d74","Business_Owners_Policy_BOP",5070,29,0
"ff99b197-d3fdb-bdd5-47e91-f1aaf73281","Workers_Compensation",2131,39,0
"47d257b2-2681c-aabb-44e44-adebdd12f7","Business_Owners_Policy_BOP",480,29,1
"ea74dc88-b2965-5bc2-140c3-055d68e288","General_Liability",350,31,1
"9fbd399a-ae282-9cec-640b1-10f48f35e5","General_Liability",657,9,1
"3605d95d-31161-9584-cce46-f7bddc5359","General_Liability",594,60,0
"3605d95d-31161-9584-cce46-f7bddc5359","General_Liability",1022,39,0
"03a1bf22-ff5d9-888c-bfb3a-2dfc48aaf8","Liquor_Liability",186,39,1
"eb01fa59-edf1a-3b39-62065-291782e4ee","General_Liability",350,31,1
"0adca122-7c73a-667e-d4341-287cfdce08","Business_Owners_Policy_BOP",458,31,0
"5e0be308-4f06e-832c-2a4d0-f51cd3e4ac","General_Liability",650,60,0
"03ab616e-7784c-4f4e-4abba-0968ea5b5c","General_Liability",500,31,1
"dbf57cf1-bcead-6dd4-5079e-8fc11ac1be","CW_Other",847.06,74,1
"735d2fc9-9d0e4-cfa5-bb440-e83df57bc5","Business_Owners_Policy_BOP",479.06,30,0
"0711ea5b-c82a7-ca2d-aa937-eb57ceaddc","General_Liability",1076,39,1
"eaec8eb9-27b5-464b-947d-2b85e16a8e94","General_Liability",3852,39,0
"e58bedec-10c3-4b09-b321-4b858254611d","General_Liability",495,31,1
"bbbc6668-69dc1-266d-638e1-5722317bd8","Business_Owners_Policy_BOP",1000,30,1
"bdc7b89e-3e676-d9d0-135e1-ab2f59914b","General_Liability",546,31,1
"4fdd496c-bdeaf-2183-4a71f-42f4f75c4a","General_Liability",563,31,0
"0bd405ae-cbd50-5445-8a95a-9514c5cf71","General_Liability",500,39,1
"008f9526-6e9c8-4496-e7d5d-dafdd53e1c","Commercial_Property",1066,39,0
"d03bf830-4fe05-1bcc-8d52c-63aa16a7b2","CW_Umbrella_Policy",1010,39,1
"b4a3c282-1259-48d2-a2c3-202043d488f1","General_Liability",350,31,1
"b4a3c282-1259-48d2-a2c3-202043d488f1","General_Liability",350,60,0
"b481fcef-4a052-b14f-638ab-02f919d29a","Business_Owners_Policy_BOP",958,30,1
"dd783c13-2d780-6836-7e9cc-e6b79e8b64","General_Liability",708,31,0
"4741039f-6153c-caa5-27fe7-dddd199ab4","CW_Garage_Liability",1292,39,1
"ab1c42b0-79dad-eb54-34ba2-deb3d0aa9a","Workers_Compensation",1357,39,0
"ab1c42b0-79dad-eb54-34ba2-deb3d0aa9a","CW_Umbrella_Policy",567,39,0
"c5dd37e8-0692-4795-863d-6a51928f28c7","General_Liability",495,31,0
"a68babb5-4c9d6-32a4-e1aff-234a9a67dd","CW_Inland_Marine",169,9,1
"86cec476-076b2-3cf4-f4347-8d4e88a30a","CW_Professional_Liability",1452,67,0
"474fb93d-ddf0f-3d6d-f8d89-70e24661e6","Business_Owners_Policy_BOP",1455,39,1
"81c0b673-d15de-87e3-8ca9b-a86a987b55","Workers_Compensation",950,29,1
"a7628508-c1b3f-0180-96422-8c25c50822","General_Liability",495,31,1
"16d51efc-c2a3b-037b-9b027-de7bbc87df","Workers_Compensation",394,22,1
"c5dd37e8-0692-4795-863d-6a51928f28c7","General_Liability",500,39,0
"994291e3-c2ef2-1028-cd9f0-9e35a1991a","Business_Owners_Policy_BOP",1432.3,39,0
"994291e3-c2ef2-1028-cd9f0-9e35a1991a","Business_Owners_Policy_BOP",893,60,0
"994291e3-c2ef2-1028-cd9f0-9e35a1991a","Business_Owners_Policy_BOP",896,60,1
"994291e3-c2ef2-1028-cd9f0-9e35a1991a","Business_Owners_Policy_BOP",928,60,0
"4fdd496c-bdeaf-2183-4a71f-42f4f75c4a","General_Liability",604,39,1
"ce0488ea-781d6-6064-25e7c-5487fd764c","Business_Owners_Policy_BOP",505,60,1
"bd89fd12-0aa7e-619e-3cba5-39defecb0b","Business_Owners_Policy_BOP",550,39,1
"6b0383a3-8c54a-584f-6a44d-b4e803ffac","General_Liability",630,39,1
"4b58cdfe-ac64b-506b-90fbd-2ee29fdec2","General_Liability",645,31,1
"ee1ff072-0858c-06f8-f3ca1-6419c6ce62","General_Liability",500,9,1
"902a4de9-25f7b-2202-b83d0-b0fb7f467b","Business_Owners_Policy_BOP",475,30,0
"163d5d71-17a34-7cd2-383c4-b451a3b4e2","Business_Owners_Policy_BOP",1052,60,1
"cfd7d1ae-0d972-8ead-957b9-7edb58df1a","General_Liability",2476.62,49,1
"47e6baa2-4f3ea-528a-07bed-e9a37d02cc","General_Liability",1117.76,31,1
"15cbe972-bad35-7c25-13280-452940c061","General_Liability",350,31,1
"d3cfdf9c-123de-236e-e8bba-72f1fe887e","Commercial_Auto",10176,53,0
"82ed7a8d-1c22-4f20-af36-e9cb3041fac9","General_Liability",1805,39,0
"8a1a935b-20e4a-8df0-e69c1-57bde024ad","CW_Errors_Omissions_E_O",500,31,1
"674a2a6a-c23a6-32ea-936c4-8268af588d","General_Liability",5479,39,1
"82ed7a8d-1c22-4f20-af36-e9cb3041fac9","Business_Owners_Policy_BOP",2535,30,1
"f957d380-a6be1-6480-7cc54-aa87eadfa5","CW_Professional_Liability",509,31,1
"b6956f1a-64c62-febd-a0c5d-91e377ac62","Workers_Compensation",2989,29,1
"28e2bda9-8d083-4d62-13e62-41de07d642","Package",3712.57,39,0
"db274119-a5f0f-d268-9ea5a-115d17d701","Workers_Compensation",1184,29,1
"1acaecf2-e29dc-1af7-d1d25-6990ff2b2d","General_Liability",400,31,1
"3a2dad4b-1e8de-b580-d9612-299c5b8fbb","CW_Special_Events",338.6,72,1
"5270b9d2-38525-44d0-41f42-26be2a63de","General_Liability",758,39,1
"8691c974-b90c5-0045-0b0cc-09d3959eac","Business_Owners_Policy_BOP",1669.36,43,1
"79082652-afe9c-f3b9-1d7c9-30701b3917","General_Liability",500,31,1
"dd11c912-d63c0-c24d-9e05a-6da75820bc","General_Liability",1406,39,0
"eb01fa59-edf1a-3b39-62065-291782e4ee","CW_Professional_Liability",500,31,1
"93e2336a-d9d44-2771-c3614-5a3582a5e0","Business_Owners_Policy_BOP",475,30,0
"93e2336a-d9d44-2771-c3614-5a3582a5e0","Business_Owners_Policy_BOP",500,60,1
"b1571a8e-36a3-40a7-a355-91670f097a4d","General_Liability",495,31,0
"00cce4f6-4999e-a9b3-49bc8-b0798ffe01","General_Liability",401,39,0
"00fc7fac-75ebe-cce4-664d3-aa0eb8489a","Business_Owners_Policy_BOP",4520.96,29,1
"150ff454-a482b-6ff9-bca4b-e6d581cb92","Business_Owners_Policy_BOP",852,30,0
"d8b0d088-eb0f6-9147-0a50d-88c4263dd9","General_Liability",350,31,1
"150ff454-a482b-6ff9-bca4b-e6d581cb92","Business_Owners_Policy_BOP",501,60,0
"daf3b08c-93ba1-9b11-eff86-6e81b5912a","Business_Owners_Policy_BOP",475,30,0
"150ff454-a482b-6ff9-bca4b-e6d581cb92","Business_Owners_Policy_BOP",556,60,0
"daf3b08c-93ba1-9b11-eff86-6e81b5912a","Business_Owners_Policy_BOP",501,60,1
"3ccf0687-d142d-f035-2fcec-35ea721490","CW_Errors_Omissions_E_O",1715,17,0
"150ff454-a482b-6ff9-bca4b-e6d581cb92","Business_Owners_Policy_BOP",582,60,0
"4d1919a2-a517-4823-ba78-d8d3f60e0fe1","General_Liability",431,39,0
"94a13002-91fd7-7a61-83891-948a7f21f6","General_Liability",650,39,0
"c91d6ce2-18881-c1d9-2c84a-da3d319417","Business_Owners_Policy_BOP",679,29,1
"d11379c6-c19d9-b6ef-4718c-836995b48e","Business_Owners_Policy_BOP",287,39,1
"37fc597a-7dae-41ab-a1b3-96ebfd0b4d65","Workers_Compensation",762,40,1
"f8d9df41-eaed7-9633-aa8b5-87c8dab88e","Business_Owners_Policy_BOP",16379,71,0
"eb412b0d-33351-c982-031aa-975f2ba2a3","General_Liability",602,31,1
"3d9d5584-5cf4-43d6-a6be-728352250693","Business_Owners_Policy_BOP",4289,39,1
"b4a3c282-1259-48d2-a2c3-202043d488f1","Business_Owners_Policy_BOP",500,39,0
"b4a3c282-1259-48d2-a2c3-202043d488f1","Business_Owners_Policy_BOP",500,60,0
"b4a3c282-1259-48d2-a2c3-202043d488f1","Business_Owners_Policy_BOP",500,60,0
"b4a3c282-1259-48d2-a2c3-202043d488f1","Business_Owners_Policy_BOP",500,60,0
"d9f6df94-b35d0-7147-6c71c-510412e97a","General_Liability",350,31,1
"06237f7a-c6c52-965b-a9d50-bb4498fe17","Business_Owners_Policy_BOP",475,30,0
"0adca122-7c73a-667e-d4341-287cfdce08","CW_Professional_Liability",857,31,1
"b25032bf-209de-daf6-cf6c8-444ad0a3d4","Business_Owners_Policy_BOP",1465,30,1
"77717d24-4f626-ab8c-d5b11-1867eea700","Business_Owners_Policy_BOP",1824.18,30,0
"77717d24-4f626-ab8c-d5b11-1867eea700","Business_Owners_Policy_BOP",3882.87,39,0
"77717d24-4f626-ab8c-d5b11-1867eea700","Business_Owners_Policy_BOP",1566,60,0
"de50ace6-f2806-c49d-50613-6c9a7764fc","Commercial_Property",875.92,73,1
"186509f1-305c-4eef-9f5f-001b215a0900","General_Liability",8728,39,0
"0b71ae5a-6c44e-9426-0f271-6f86be6d1c","CW_Directors_Officers_D_O",1253,73,0
"3619f000-f5ac3-ada6-48a5b-050096ba83","General_Liability",346,31,1
"4d1919a2-a517-4823-ba78-d8d3f60e0fe1","General_Liability",495,31,1
"59ee90dc-450fe-f51b-b36cd-3fb8ae7608","Workers_Compensation",560,71,1
"308958ac-5e93e-6621-54d23-0ba55aa746","General_Liability",650,39,1
"8c29512a-c84e8-a5c8-074e0-2b9cd392ef","General_Liability",500,39,1
"4e045213-c9d28-2686-457bc-7a54b81137","Business_Owners_Policy_BOP",1860.47,30,0
"84c5af0d-9f57c-79f3-41d11-e1898eabe0","General_Liability",500,39,1
"58590667-0937b-78c5-d7323-28fa8afc3b","Workers_Compensation",500,9,1
"8bf59eda-d7738-4495-129b9-67d22c1778","Business_Owners_Policy_BOP",920,60,0
"0cf82ec2-1bea0-e295-587b7-8e650141b1","General_Liability",974,39,1
"e1afa352-9819e-14e5-52852-4727248ed7","Commercial_Auto",1828,53,1
"f00163a4-35a9a-f5a0-02aaa-9f7c43cea2","General_Liability",3668,39,0
"f00163a4-35a9a-f5a0-02aaa-9f7c43cea2","Business_Owners_Policy_BOP",1836,30,0
"16f8234c-c217e-88cf-8e345-d338c7580f","General_Liability",500,39,1
"68023716-9bae9-581a-2efad-a113f1e326","General_Liability",500,31,1
