account_uuid,state,industry,subindustry,year_established,annual_revenue,total_payroll,business_structure,num_employees,region
834236aa-0dcb4-6772-3214f-9a2b453c23,NY,Transportation and Warehousing,"General Freight Trucking, Long-Distance, Truckload",2017.0,150000.0,150000.0,Limited Liability Company,2.0,Northeast
dd0294cf-5263c-408a-fd556-0222cde9fb,LA,Food and Accommodation,Caterers,2011.0,25000.0,0.0,Individual,0.0,South
6026e935-9e44-47b0-8826-d9d5ad942368,MO,Unknown,Unknown,2014.0,50000.0,23000.0,Corporation,18.0,Midwest
a6abc8a5-ffb72-b4c7-b8bbf-9bbd57ac6c,FL,Retail Trade,Tobacco Stores,2018.0,50000.0,0.0,Limited Liability Company,0.0,South
b2ca6032-42c4f-a02e-dee57-7cdd03f347,MS,"Professional, Scientific and Technical Services",Title Abstract and Settlement Offices,2000.0,35000.0,35000.0,Individual,0.0,South
175ff7a9-a87e9-b9b0-58158-20ccd820b9,NV,Retail Trade,All Other Health and Personal Care Stores,2016.0,54000.0,20000.0,Limited Liability Company,2.0,West
7d3fca70-2748-4941-a825-de13a99fbcaa,FL,Transportation and Warehousing,"General Freight Trucking, Local",2018.0,40000.0,0.0,Limited Liability Company,0.0,South
9d60a5bf-a9549-e010-cfb4b-9e09d99855,CA,"Professional, Scientific and Technical Services",Research and Development (other than Biotechnology),2017.0,0.0,0.0,Corporation,3.0,West
70cfb127-c4ec9-4105-e7a75-c727b3eb15,FL,Other Services,Beauty Salons,2017.0,65000.0,65000.0,Individual,0.0,South
0324ff06-52663-c641-6888c-69c26bde67,TX,Construction,New Multifamily Housing Construction (except For-Sale Builders),2015.0,2000000.0,0.0,Corporation,0.0,South
517221d0-04d77-bcab-93d46-d82b25aeb2,MD,Other Services,All Other Personal Services,1992.0,2000.0,0.0,Individual,0.0,South
f1b8a618-c4d3f-9029-27d55-c624a25832,MI,Food and Accommodation,Limited-Service Restaurants,2017.0,60000.0,0.0,Limited Liability Company,0.0,Midwest
571151ce-18dcc-09ef-bf59e-c3c319e800,FL,Other Services,Car Washes,2017.0,30000.0,0.0,Limited Liability Company,0.0,South
e61785e4-2d3e9-42ae-2e8fc-857c883fc9,CT,Contractors,Finish Carpentry Contractors,2017.0,40000.0,30000.0,Individual,0.0,Northeast
2296aa51-96058-533b-dacfa-0efee89166,MI,Other Services,All Other Personal Services,2017.0,45000.0,24000.0,Limited Liability Company,0.0,Midwest
b02a677c-25e7-4dbf-b52d-13063fc0dfa3,NY,Other Services,Coin-Operated Laundries and Drycleaners,2018.0,100000.0,22000.0,Corporation,3.0,Northeast
fc3b77d5-99495-f86f-7fc21-81cf057025,CA,"Professional, Scientific and Technical Services",Building Inspection Services,2017.0,20000.0,0.0,Individual,0.0,West
2e81ec72-9e361-f299-10eb3-92184dd124,FL,Unknown,Unknown,2006.0,1000000.0,0.0,Corporation,0.0,South
34578a6b-2ea19-1fd6-1225f-26d93508c6,OR,Administrative Services and Building Maintenance,Janitorial Services,2017.0,30000.0,0.0,Limited Liability Company,0.0,West
b0d8cfb8-ffe73-80eb-6e8fb-41218651d4,NC,Manufacturing,Beer and Ale Merchant Wholesalers,2015.0,100000.0,0.0,Limited Liability Company,0.0,South
1cedf878-ac874-b4ea-06c85-0e30d7f4f7,MN,Contractors,Painting and Wall Covering Contractors,2017.0,20000.0,20000.0,Individual,0.0,Midwest
ab90ad92-0ef4-424d-94fe-a23e9597bec5,OH,Other Services,Credit Bureaus,2018.0,40000.0,0.0,Limited Liability Company,0.0,Midwest
3787c4f7-f7c5-47f5-8f53-a0ce4eaf54cf,OH,Manufacturing,Truck Trailer Manufacturing,2018.0,50000.0,0.0,Individual,0.0,Midwest
acbbf25c-8afeb-9fcd-78b01-639190a6d4,CA,Contractors,Finish Carpentry Contractors,2017.0,50000.0,0.0,Corporation,0.0,West
b40045a7-1d4a-48b8-917a-f638fcc43779,IL,Retail Trade,Electronic Shopping,2001.0,5000000.0,0.0,Corporation,0.0,Midwest
ed777bf6-cddf-4300-a6e2-fa08184c9b5f,NY,Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",2017.0,450000.0,80000.0,Corporation,2.0,Northeast
2100ad04-9ccf5-1408-b9bef-ebca8e833e,NM,Contractors,Electrical Contractors and Other Wiring Installation Contractors,2007.0,70000.0,60320.0,Individual,3.0,West
dcb0924c-9e1b6-e7db-7c5b9-a1e0726c1f,VA,Transportation and Warehousing,"General Freight Trucking, Long-Distance, Truckload",2017.0,208000.0,52000.0,Limited Liability Company,1.0,South
de61400c-4081d-8e55-9689f-0d5250d8ae,FL,Administrative Services and Building Maintenance,Office Administrative Services,2014.0,70000.0,0.0,Individual,0.0,South
53c6f241-c8f6-4992-b970-38d0ec2d46e0,MO,Other Services,All Other Personal Services,2018.0,20000.0,0.0,Limited Liability Company,0.0,Midwest
163d5d71-17a34-7cd2-383c4-b451a3b4e2,OK,Retail Trade,Clothing Accessories Stores,2006.0,30000.0,0.0,Individual,0.0,South
313c7366-9aad8-fd79-d89aa-f540b0b514,CT,Administrative Services and Building Maintenance,Janitorial Services,2017.0,5000.0,5000.0,Individual,1.0,Northeast
81c863b0-22335-9a1f-d42a9-f35d2f0894,IL,Transportation and Warehousing,General Warehousing and Storage,2014.0,50000.0,26000.0,Individual,1.0,Midwest
5bea1889-427dc-26cb-6ac19-644eafcd5c,FL,Retail Trade,Landscaping Services,2017.0,50000.0,40000.0,Corporation,2.0,South
667669b8-fb764-3822-4a627-084a095fe4,MS,Administrative Services and Building Maintenance,Janitorial Services,2015.0,20000.0,0.0,Limited Liability Company,0.0,South
32d0bfbb-2e974-db96-0e3a3-d528adf637,GA,Contractors,Painting and Wall Covering Contractors,2018.0,50000.0,0.0,Individual,0.0,South
d8fe2ad4-8ddff-a19d-dcba3-483b881915,TX,Other Services,Beauty Salons,1981.0,165000.0,80000.0,Partnership,4.0,South
9d57f4e2-8a225-0e45-aaed0-2a55e40ebd,GA,Administrative Services and Building Maintenance,Janitorial Services,2016.0,42000.0,42000.0,Limited Liability Company,0.0,South
7856f134-50f98-ba6d-bfffb-459162d240,CA,Retail Trade,Landscaping Services,2017.0,40000.0,60000.0,Individual,0.0,West
e1209348-97f7a-80d8-bcb41-223aa1723d,CA,Consultants,Other Scientific and Technical Consulting Services,2017.0,100000.0,100000.0,Individual,0.0,West
82792026-66553-c02b-d31b1-94621bb494,PA,Transportation and Warehousing,"Specialized Freight (except Used Goods) Trucking, Local",2015.0,160000.0,47000.0,Corporation,1.0,Northeast
69d92cae-59ca-4eb1-91b0-72f77fe24f4f,KS,Manufacturing,Other Commercial and Service Industry Machinery Manufacturing,2011.0,180000.0,0.0,Limited Liability Company,0.0,Midwest
1806d621-bbce6-2164-6781f-e586646dae,GA,Administrative Services and Building Maintenance,Janitorial Services,2017.0,50000.0,25000.0,Limited Liability Company,2.0,South
33edb671-52f9-4c58-bbe2-a4d5b7547176,CA,Education,Other Technical and Trade Schools,2016.0,37000.0,0.0,Limited Liability Company,0.0,West
959f7f70-132aa-4079-76ce7-5dae8eee96,WY,Administrative Services and Building Maintenance,Janitorial Services,2017.0,48000.0,48000.0,Individual,1.0,West
f2956012-58a51-49b4-093a9-dce63243e2,VA,Rentals and Leasing,All Other Consumer Goods Rental,2017.0,25000.0,0.0,Limited Liability Company,0.0,South
5ab6ee6a-f2d8c-145e-97f28-9a28b441ae,IN,Retail Trade,Landscaping Services,2017.0,15000.0,15000.0,Limited Liability Company,1.0,Midwest
a682746d-8eb1-48e4-ad88-8980d30a4818,SC,Retail Trade,Landscaping Services,2009.0,38000.0,0.0,Individual,0.0,South
94644074-0389-443b-b20c-409d483136cb,FL,Contractors,All Other Specialty Trade Contractors,2018.0,200000.0,0.0,Limited Liability Company,0.0,South
ad36d988-1c859-48a2-f68eb-8896f85c0e,RI,Administrative Services and Building Maintenance,Janitorial Services,2017.0,300.0,300.0,Individual,1.0,Northeast
1a4d4c0f-51f3a-f30d-875c7-12eae1febf,CA,Other Services,Beauty Salons,2012.0,20000.0,0.0,Individual,0.0,West
b05d39e4-cec16-1217-faf74-10147cbd1b,PA,Unknown,Unknown,2009.0,75000.0,30000.0,Individual,2.0,Northeast
5de3f6b3-58612-be02-7b87c-6b99c63aae,TX,Transportation and Warehousing,Freight Transportation Arrangement,1996.0,60000.0,60000.0,Individual,0.0,South
016d5bec-272c-4c46-aedd-b6dfa26574b9,FL,Administrative Services and Building Maintenance,Janitorial Services,2018.0,7000.0,7000.0,Partnership,2.0,South
0efaf24b-9b61-4be0-ab12-64890eecea91,NY,Food and Accommodation,Limited-Service Restaurants,2015.0,350000.0,40000.0,Limited Liability Company,5.0,Northeast
fbc4e421-b11d-42a8-ab09-b81eeb2617f0,AZ,Other Services,Nail Salons,2018.0,50000.0,0.0,Limited Liability Company,0.0,West
5482758d-3b5a-4300-baaa-73fb99f256f8,WI,Manufacturing,All Other Miscellaneous Manufacturing,2017.0,7500.0,0.0,Limited Liability Company,0.0,Midwest
0051ff1a-8b63-4a6f-b96c-81a21ba815de,CA,Other Services,All Other Automotive Repair and Maintenance,2007.0,30000.0,2000.0,Individual,1.0,West
95973bb5-1f09-43ff-bf69-7dfb493b39d9,FL,Food and Accommodation,Caterers,2016.0,150000.0,0.0,Corporation,0.0,South
5f39befb-226c1-1d22-71ce6-9bc11dc5eb,NJ,Other Services,Employment Placement Agencies,2017.0,20000.0,18000.0,Individual,3.0,Northeast
1e9af6bf-980b-4d2a-8cb7-7c022571c566,WI,"Sports, Arts, Entertainment, and Recreation","Independent Artists, Writers, and Performers",2018.0,200000.0,0.0,Corporation,0.0,Midwest
191dcc96-869a2-e81f-670f6-e0ac8718f8,NJ,Food and Accommodation,Full-Service Restaurants,2011.0,200000.0,12000.0,Limited Liability Company,2.0,Northeast
de246dd8-e5931-1ed8-fe97a-ac06ee9fc5,NC,Food and Accommodation,"Cafeterias, Grill Buffets, and Buffets",2017.0,150000.0,10000.0,Individual,4.0,South
2879966b-7dd4-453a-bf4f-bd7c13a91171,PA,Administrative Services and Building Maintenance,Janitorial Services,1988.0,45000.0,7000.0,Individual,2.0,Northeast
79b7951e-78c1d-58f0-47bd9-9d47701944,GA,Administrative Services and Building Maintenance,Janitorial Services,2017.0,12000.0,0.0,Individual,0.0,South
484f6b5b-62bf-444f-8a6b-f50593bb3c2d,IL,Consultants,Marketing Consulting Services,2012.0,600000.0,120000.0,Individual,2.0,Midwest
ea787cb8-741f-424e-898d-537a449e8f32,DC,Consultants,Administrative Management and General Management Consulting Services,2018.0,2000000.0,0.0,Limited Liability Company,0.0,Northeast
b0c0b47a-884c7-4412-17318-6efaf3dcd3,OR,Retail Trade,Landscaping Services,2015.0,25000.0,0.0,Individual,0.0,West
7e08114e-b0ce-457a-ab0e-9503ecb5721a,OH,Contractors,Residential Remodelers,2018.0,10000.0,0.0,Limited Liability Company,0.0,Midwest
433aa833-54c89-0552-d4585-578898227f,RI,Education,Exam Preparation and Tutoring,2013.0,40000.0,0.0,Individual,0.0,Northeast
25b52a77-380e-4fbf-9a21-dd2ca995f185,FL,Other Services,Beauty Salons,2018.0,65000.0,0.0,Individual,0.0,South
efd1c9a6-b3b4-4dbe-b0cc-fa03a78c12cc,CA,"Technology, Media and Telecommunications",Teleproduction and Other Postproduction Services,2018.0,45000.0,0.0,Individual,0.0,West
c1f52de8-d622f-029a-8f98c-f4c3a4344f,TX,Other Services,Appliance Repair and Maintenance,2017.0,50000.0,35000.0,Individual,0.0,South
fa75399b-d9de-40fd-a02f-72662a367616,PA,Education,Fine Arts Schools,2014.0,11000.0,0.0,Limited Liability Company,0.0,Northeast
f152e361-a157a-85ba-7b382-31b8917885,MA,Other Services,Pet Care (except Veterinary) Services,2017.0,80000.0,20000.0,Limited Liability Company,0.0,Northeast
f3c5fd1f-dd480-a77f-f50cd-e6256f02cf,PA,Retail Trade,Commercial Bakeries,2017.0,50000.0,0.0,Limited Liability Company,0.0,Northeast
a14d0bf3-96ac1-4501-db582-dbcfe61487,TX,Healthcare,Offices of All Other Miscellaneous Health Practitioners,2017.0,150000.0,120000.0,Limited Liability Company,2.0,South
60958e67-4ac36-0cac-4ff6c-75a01564d5,TX,Administrative Services and Building Maintenance,Other Waste Collection,2017.0,114000.0,0.0,Limited Liability Company,0.0,South
8547ae41-41997-c517-ac739-3a2771142d,TX,Healthcare,General Medical and Surgical Hospitals,2017.0,10000.0,10000.0,Individual,0.0,South
d885c0b2-0235e-9b7a-1f912-09c7701a99,IL,Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",2017.0,20000.0,2000.0,Individual,0.0,Midwest
ba702930-80e01-3741-93024-c1e1607dee,UT,"Professional, Scientific and Technical Services",Building Inspection Services,2017.0,20000.0,0.0,Individual,0.0,West
2da7333d-86f1-4c11-9c17-29399faf76f4,CA,Manufacturing,All Other Rubber Product Manufacturing,2017.0,40000.0,0.0,Corporation,0.0,West
d99ac1f7-47ef-4af1-913c-ad9a0d5e2dc8,ND,"Professional, Scientific and Technical Services",Building Inspection Services,2015.0,10000.0,0.0,Individual,0.0,Midwest
474a7c5d-62266-8830-a7f03-0a95cb5e5e,MI,Other Services,Pet Care (except Veterinary) Services,2018.0,20000.0,0.0,Individual,0.0,Midwest
56dcc11c-bd10b-4005-afd09-33e250e047,OR,Food and Accommodation,Limited-Service Restaurants,2017.0,25000.0,10000.0,Limited Liability Company,2.0,West
9798a73d-e1031-f480-bfea4-de50ada1e9,SC,Contractors,All Other Specialty Trade Contractors,2017.0,150000.0,70000.0,Individual,2.0,South
b7868d78-dcf70-b664-329c7-fe3a8879fa,FL,"Professional, Scientific and Technical Services",Building Inspection Services,2014.0,30000.0,0.0,Limited Liability Company,0.0,South
82d40b27-b862e-fcf2-d9dfc-ca6625aea4,CA,Food and Accommodation,Full-Service Restaurants,2017.0,300000.0,48000.0,Partnership,2.0,West
5850ccd1-7f9cd-5a25-32fc4-4590d87288,GA,Consultants,Other Scientific and Technical Consulting Services,2017.0,90000.0,90000.0,Limited Liability Company,0.0,South
e1e368cf-3d0ae-cd80-a82fd-b98fa69e7c,GA,"Professional, Scientific and Technical Services",Other Computer Related Services,1995.0,200000.0,0.0,Corporation,0.0,South
99d7c926-b3d5-4b92-b68a-4ba4a8b521e1,NJ,Wholesale Trade,Home Furnishing Merchant Wholesalers,2016.0,50000.0,0.0,Limited Liability Company,0.0,Northeast
0e395bd9-891d-4e8d-91a6-30173832c71b,MD,Unknown,Unknown,2009.0,10000000.0,7000000.0,Limited Liability Company,29.0,South
38b0054d-da542-6cb4-a383a-79dd9553e6,GA,Other Services,Car Washes,2016.0,100000.0,35000.0,Limited Liability Company,1.0,South
3636f96d-63d47-9557-7aa06-e535c483d1,OH,Healthcare,Home Health Care Services,2017.0,150000.0,65000.0,Limited Liability Company,3.0,Midwest
2c76f2f1-a954-41e4-9baf-d54fa0b5cbea,MS,Finance and Insurance,Sales Financing,2002.0,56000.0,56000.0,Corporation,2.0,South
fa7cc8ac-74a21-6f7d-e0e0c-fcc969eb4f,MA,Contractors,Flooring Contractors,2017.0,75000.0,75000.0,Individual,1.0,Northeast
582d0fb5-e1de8-a90f-77df9-1f6a1a4ba6,LA,Contractors,"Other Foundation, Structure, and Building Exterior Contractors",2017.0,90000.0,0.0,Limited Liability Company,0.0,South
4a3ef160-40b0b-dd64-b507f-fc8c7f1da4,LA,Wholesale Trade,Other Grocery and Related Products Merchant Wholesalers,2017.0,300000.0,0.0,Individual,0.0,South
c56d9750-d5be2-a3ec-18342-7611dd8c83,NJ,Administrative Services and Building Maintenance,Janitorial Services,2017.0,30000.0,0.0,Limited Liability Company,0.0,Northeast
4d584203-4a00-4d34-ac91-e35ee0052bff,TX,"Professional, Scientific and Technical Services",Computer Systems Design Services,2017.0,60000.0,60000.0,Individual,1.0,South
949409f3-26ac-4597-927f-72455e3b6b1c,AR,Retail Trade,Family Clothing Stores,2012.0,100000.0,0.0,Limited Liability Company,0.0,South
c200da92-dacb4-d44a-e9b7f-9261fe8f9a,UT,Other Services,Drycleaning and Laundry Services (except Coin-Operated),2010.0,90000.0,0.0,Corporation,0.0,West
fa0285bc-bb307-5a69-6ce85-da4e7f42fa,DC,Retail Trade,Art Dealers,2017.0,100000.0,0.0,Limited Liability Company,0.0,Northeast
f80e7bd8-dd89-4eb8-bcfc-13237209df64,CO,Manufacturing,Iron Foundries,2016.0,1000000.0,0.0,Limited Liability Company,0.0,West
5f3acea4-944e9-0d60-7270a-9a593195d8,NJ,Administrative Services and Building Maintenance,Janitorial Services,2017.0,25000.0,25000.0,Limited Liability Company,0.0,Northeast
9deaed03-d47cc-77b0-abe11-bd13aa8d08,NV,Non Profits,Religious Organizations,2012.0,116000.0,0.0,Non-Profit,0.0,West
885d518b-fd311-6ed9-36a4a-0dccefcf1f,TN,Other Services,Civic and Social Organizations,2012.0,1.0,0.0,Individual,0.0,South
f25d8a6f-ab095-997f-a06e1-29ce961c94,FL,Other Services,Commercial Printing (except Screen and Books),2009.0,1100000.0,250000.0,Limited Liability Company,5.0,South
e48e4f82-857cb-2f79-4c3d7-979973038b,CA,Non Profits,Religious Organizations,2014.0,50000.0,0.0,Corporation,0.0,West
14c4781d-1b738-f3c3-d8316-339d9a090a,FL,Other Services,Nail Salons,2007.0,100000.0,50000.0,Individual,4.0,South
ceb4fbba-0add7-6d00-e810c-24c3fa5802,NY,Unknown,Unknown,2015.0,150000.0,150000.0,Limited Liability Company,0.0,Northeast
392632eb-83119-af65-55e4d-1d1fe9516c,OR,Other Services,Nail Salons,2018.0,11000.0,0.0,Individual,0.0,West
ca82c740-122c5-0d95-4383f-89287ad34d,NY,"Professional, Scientific and Technical Services",Media Representatives,2015.0,10000.0,0.0,Corporation,0.0,Northeast
7614ad21-36e1-49bc-a784-57712efd77a1,CA,Consultants,Environmental Consulting Services,2017.0,150000.0,0.0,Corporation,0.0,West
993c7656-305a-4c29-9344-d670318946ba,FL,Consultants,Administrative Management and General Management Consulting Services,2010.0,200000.0,0.0,Limited Liability Company,0.0,South
3ac6813c-2f8e3-d8c8-65a3c-36e396d182,NJ,Contractors,Residential Remodelers,2016.0,20000.0,0.0,Limited Liability Company,0.0,Northeast
c12e4206-b27a1-9f83-5c573-50bdff7dbe,FL,"Professional, Scientific and Technical Services",Building Inspection Services,2017.0,50000.0,40000.0,Limited Liability Company,0.0,South
0bc0b1e5-075cf-3a18-24e18-c4926c137e,PA,"Sports, Arts, Entertainment, and Recreation","Independent Artists, Writers, and Performers",2017.0,24000.0,0.0,Individual,0.0,Northeast
59f5d320-9e7a-4bdc-a2fa-332948f98dfe,NY,Manufacturing,All Other Miscellaneous Wood Product Manufacturing,2016.0,40000.0,0.0,Limited Liability Company,0.0,Northeast
8dfd3f23-86325-0cff-cc095-926d35d74a,OH,Real Estate,Offices of Real Estate Agents and Brokers,2017.0,50000.0,0.0,Limited Liability Company,0.0,Midwest
583c6162-a32a-41c9-aa54-fc20135b4b18,CA,"Technology, Media and Telecommunications","Data Processing, Hosting, and Related Services",2016.0,2000000.0,0.0,Corporation,0.0,West
9f60777b-2b4bd-c003-2c2e9-01c881d1ab,VA,Other Services,Employment Placement Agencies,2017.0,1000000.0,250000.0,Corporation,10.0,South
b8e7bd86-895b-4de2-81fb-1d3dc2d18844,SC,Other Services,General Automotive Repair,2018.0,30000.0,0.0,Limited Liability Company,0.0,South
64532d26-d9c4b-5f46-0666f-82907f003d,KY,Other Services,Machinery and Equipment Repair and Maintenance,2017.0,25000.0,25000.0,Individual,0.0,South
b8170366-4a21-4ec5-80c8-b6ca6eaa3a24,OH,Contractors,Residential Remodelers,2018.0,15000.0,0.0,Individual,0.0,Midwest
3f9c65ae-e5eed-f211-668de-be2738b4f0,LA,Contractors,Electrical Contractors and Other Wiring Installation Contractors,2017.0,15000.0,15000.0,Limited Liability Company,5.0,South
1931f910-b87ff-08f9-0acf5-7fb9b6984b,CA,Retail Trade,Clothing Accessories Stores,2016.0,20000.0,10000.0,Corporation,0.0,West
f315916d-7d5c7-8619-c0fbf-b575e01f19,FL,Other Services,Automotive Oil Change and Lubrication Shops,2017.0,25000.0,15000.0,Individual,1.0,South
c4def46b-9c05-45b1-9dab-e0451c320e23,NC,Retail Trade,Landscaping Services,2018.0,2000.0,0.0,Individual,0.0,South
b451bd60-dde48-8574-3462e-21be12f6bd,NJ,Wholesale Trade,Industrial and Personal Service Paper Merchant Wholesalers,2017.0,1000000.0,0.0,Individual,0.0,Northeast
c03ebc99-507e1-206a-6729d-8f29fcce9f,TX,Contractors,Masonry Contractors,2005.0,80000.0,25000.0,Limited Liability Company,1.0,South
2afb6cc3-5e4a-42e7-b51d-41edbef4c0df,IL,Contractors,Painting and Wall Covering Contractors,2018.0,12000.0,0.0,Individual,0.0,Midwest
c676710c-fe45b-9ac4-6a792-a1777dad9a,VA,Administrative Services and Building Maintenance,Janitorial Services,2017.0,25000.0,0.0,Individual,0.0,South
84055102-d25d2-26b0-4fa24-b7a6684d5e,NY,Retail Trade,Electronic Shopping,2018.0,250000.0,0.0,Corporation,0.0,Northeast
2640e58d-3c915-2c2f-83e5e-54b758e16c,FL,Contractors,Flooring Contractors,2017.0,50000.0,35000.0,Limited Liability Company,1.0,South
33591a08-cea01-88a2-26a26-49da0e27ab,FL,Administrative Services and Building Maintenance,Carpet and Upholstery Cleaning Services,2017.0,50000.0,50000.0,Corporation,0.0,South
99107bc7-e2978-79cc-a8270-45342ec33d,FL,Retail Trade,Landscaping Services,2017.0,12000.0,3000.0,Individual,1.0,South
366c63b9-d122-4f1e-ba8e-dc2d87f73050,WI,Real Estate,Other Activities Related to Real Estate,1982.0,150000.0,7000.0,Corporation,1.0,Midwest
c28db00a-964d-4e99-a149-edfe23f73742,CA,"Sports, Arts, Entertainment, and Recreation",Fitness and Recreational Sports Centers,2015.0,70000.0,0.0,Limited Liability Company,0.0,West
d0a8a74b-f78b3-9f7b-3d3a1-d7826d9d98,MD,Consultants,Administrative Management and General Management Consulting Services,2017.0,110000.0,0.0,Limited Liability Company,0.0,South
e08d0ccb-b6a41-4634-67f75-a328fb7aaa,IL,Contractors,Painting and Wall Covering Contractors,2017.0,40000.0,15000.0,Individual,1.0,Midwest
9138d97c-376a-44fc-af0d-59a5a3bc42bc,MD,Real Estate,Lessors of Residential Buildings and Dwellings,1920.0,24000.0,0.0,Individual,0.0,South
db4e22fd-8af7a-1136-7467c-c174e568b1,NY,Food and Accommodation,Caterers,2016.0,60000.0,20000.0,Limited Liability Company,5.0,Northeast
a7c1a5c3-a50dc-4f1d-c9db5-7f9d5f11c3,CA,Food and Accommodation,Caterers,2017.0,40000.0,0.0,Individual,0.0,West
1d1b20e7-684d-4700-b9fe-2be35a9beefc,CO,Contractors,"Other Foundation, Structure, and Building Exterior Contractors",2018.0,50000.0,0.0,Individual,0.0,West
c437bb2d-56e02-a898-19656-8f0b3705a1,NC,Administrative Services and Building Maintenance,Carpet and Upholstery Cleaning Services,2013.0,40000.0,15000.0,Limited Liability Company,0.0,South
a21a9689-a5d47-c213-04778-2f54996cb4,OR,Retail Trade,Other Building Material Dealers,2018.0,600000.0,0.0,Corporation,0.0,West
492fa4c8-d7636-cde3-18d06-2759ae259a,AZ,Retail Trade,Landscaping Services,2017.0,13000.0,0.0,Individual,0.0,West
9e87e943-353e-402a-a158-2e24d2eb11ce,TX,Unknown,Unknown,1992.0,142000.0,40000.0,Individual,2.0,South
301ea73c-83dbd-0687-ae949-f3a170c8e3,PA,Administrative Services and Building Maintenance,Janitorial Services,2017.0,25000.0,0.0,Corporation,0.0,Northeast
460cb9c4-62083-8fd3-60667-36375a433b,CA,Healthcare,Offices of Mental Health Practitioners (except Physicians),2007.0,180000.0,0.0,Individual,0.0,West
41c30e49-83093-d54e-0cc74-e4c802c4d6,AL,Transportation and Warehousing,"General Freight Trucking, Local",2000.0,25000.0,25000.0,Limited Liability Company,1.0,South
3865ac2b-c69cc-15f6-b1efd-005afbf45c,TX,Healthcare,Offices of Mental Health Practitioners (except Physicians),1990.0,110000.0,6353.0,Individual,1.0,South
a69a5ca8-72e1e-4d47-477a3-634b9152b2,LA,Other Services,Nail Salons,2017.0,200000.0,0.0,Corporation,0.0,South
f5511f03-8b9f-4571-b401-55c7bcffc5d6,MD,Contractors,Electrical Contractors and Other Wiring Installation Contractors,2016.0,200000.0,0.0,Corporation,0.0,South
c7a75828-b5dd9-7fbb-23370-60a416147d,CA,"Professional, Scientific and Technical Services",Offices of Lawyers,2015.0,300000.0,50000.0,Individual,1.0,West
26525a72-e287-48e4-bafe-b9884f56a325,WV,Construction,New Multifamily Housing Construction (except For-Sale Builders),2015.0,84000.0,20000.0,Individual,1.0,South
25ea4fd3-e1c2-4377-809b-afcecdd5ed43,PA,Contractors,Electrical Contractors and Other Wiring Installation Contractors,2018.0,20000.0,0.0,Individual,0.0,Northeast
55b6b916-fda81-a17d-aa86f-c4bc5849cf,IN,Healthcare,Services for the Elderly and Persons with Disabilities,2018.0,50000.0,24000.0,Limited Liability Company,2.0,Midwest
29a4d520-13037-3866-f2c73-f5cbfe245e,NJ,Food and Accommodation,Limited-Service Restaurants,2018.0,80000.0,17000.0,Limited Liability Company,1.0,Northeast
71e3abf4-e1935-743a-29fcf-a72ac2981b,FL,Administrative Services and Building Maintenance,Janitorial Services,2015.0,30000.0,25000.0,Individual,0.0,South
9d08cc20-713e-4848-90e6-63ce138b31b3,NV,Consultants,Marketing Consulting Services,2015.0,520000.0,55000.0,Corporation,3.0,West
8b60d4c8-b8e2-48b1-a93e-3422ef3521ed,LA,Contractors,Drywall and Insulation Contractors,2008.0,75000.0,0.0,Limited Liability Company,0.0,South
3d264e9e-f12b9-4a4b-3b0b6-9ca9d1d028,VA,Unknown,Unknown,2017.0,100000.0,100000.0,Individual,0.0,South
e6737ed8-7cfb7-1688-f201f-c94fa49006,GA,Other Services,Commercial Screen Printing,2017.0,250000.0,0.0,Limited Liability Company,0.0,South
58a2c101-d7e3-4008-ad90-5927e0186e51,TX,Finance and Insurance,Insurance Agencies and Brokerages,2005.0,55000.0,0.0,Individual,0.0,South
79d65c76-63398-f8f3-23897-c91dacb079,NC,Transportation and Warehousing,"General Freight Trucking, Local",2017.0,60000.0,0.0,Individual,0.0,South
6c7d568d-20b8-4205-8bbb-612f85835ad6,MI,Retail Trade,Landscaping Services,2018.0,10000.0,0.0,Limited Liability Company,0.0,Midwest
b04135b9-937e1-51cd-0fa62-95d69059a8,DC,Retail Trade,Women's Clothing Stores,2016.0,25000.0,0.0,Limited Liability Company,0.0,Northeast
c01620ff-0dba-4553-8c83-5dc31c472182,MA,Contractors,Flooring Contractors,2015.0,80000.0,0.0,Individual,0.0,Northeast
e4c1c0ea-5f30-4191-b562-d4e3dcd8c328,WA,Other Services,Beauty Salons,2018.0,25000.0,0.0,Individual,0.0,West
e19caa48-7166-4baf-8809-6ada3d27f255,VA,Other Services,All Other Personal Services,2014.0,48000.0,0.0,Limited Liability Company,0.0,South
30515974-e7bf-4a31-bb73-36a2fc29b81c,CA,"Professional, Scientific and Technical Services",Offices of Certified Public Accountants,2005.0,30000.0,0.0,Limited Liability Company,0.0,West
8a827568-37c3-4559-86cf-890981e74f4d,CO,"Professional, Scientific and Technical Services",Offices of Lawyers,1983.0,600000.0,50000.0,Corporation,2.0,West
1ab350d7-07ff-4a38-b6c8-b51cb6a94f0b,VA,Healthcare,Child Day Care Services,2018.0,70000.0,14400.0,Limited Liability Company,1.0,South
55de2f54-9a49-4b0c-a487-d4facf5e01df,NE,Transportation and Warehousing,"General Freight Trucking, Local",2018.0,120000.0,0.0,Individual,0.0,Midwest
9519a2c4-d8779-65d6-14137-a6c8753b8b,VA,"Sports, Arts, Entertainment, and Recreation","Promoters of Performing Arts, Sports, and Similar Events with Facilities",2010.0,150000.0,0.0,Limited Liability Company,0.0,South
